MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,Bikebought,CustomerKey
S,F,80000,0,0,Bachelors,Professional,0,3,1,11459
S,M,90000,0,0,Bachelors,Professional,0,3,1,11460
S,M,90000,0,0,Bachelors,Professional,0,3,1,11461
M,F,110000,0,5,High School,Management,1,4,1,11462
M,F,110000,0,5,High School,Management,0,4,0,11463
M,M,90000,0,0,Bachelors,Professional,1,4,1,11464
M,M,90000,0,0,Bachelors,Professional,0,4,1,11465
M,M,150000,0,5,Partial High School,Management,1,4,0,11466
M,M,170000,1,5,Graduate Degree,Management,1,4,0,11467
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1,11468
S,M,10000,0,0,Partial High School,Manual,0,2,0,11469
S,M,20000,0,0,Partial High School,Manual,0,2,1,11470
S,F,30000,0,0,Partial College,Clerical,1,1,0,11471
S,M,60000,3,2,Bachelors,Professional,1,2,1,11472
S,F,20000,0,0,Partial High School,Manual,0,2,0,11473
S,M,20000,0,0,Partial High School,Manual,1,2,0,11474
S,M,30000,0,0,High School,Manual,0,1,0,11475
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,0,11476
S,M,30000,0,0,High School,Manual,0,1,0,11477
S,M,30000,0,0,High School,Manual,0,1,0,11478
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,1,11479
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1,11480
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1,11481
S,F,30000,0,0,High School,Manual,0,1,1,11482
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,1,11483
S,M,40000,2,2,Partial College,Clerical,1,0,1,11484
M,M,40000,2,2,Partial College,Clerical,0,0,1,11485
S,F,10000,0,0,Partial High School,Manual,1,2,0,11486
S,F,10000,0,0,Partial High School,Manual,0,2,0,11487
S,M,20000,0,0,Partial High School,Manual,1,2,1,11488
S,F,20000,0,0,Partial High School,Manual,0,2,1,11489
S,M,20000,0,0,Partial High School,Manual,0,2,0,11490
M,M,20000,0,0,Partial High School,Manual,0,2,1,11491
S,M,30000,0,0,High School,Manual,0,1,1,11492
S,F,40000,2,2,Partial College,Clerical,1,0,1,11493
S,M,40000,2,2,Partial College,Clerical,1,0,1,11494
S,M,40000,2,2,Partial College,Clerical,1,1,0,11495
S,M,40000,2,2,Partial College,Clerical,1,2,1,11496
S,F,40000,2,2,Partial College,Clerical,1,2,0,11497
S,M,40000,3,3,Partial College,Clerical,1,2,0,11498
S,M,40000,3,3,Partial College,Clerical,1,2,0,11499
S,F,40000,0,0,Graduate Degree,Skilled Manual,1,0,0,11500
S,F,40000,3,3,Partial College,Clerical,1,2,0,11501
S,M,40000,4,4,Partial College,Clerical,1,1,0,11502
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,0,11503
M,F,40000,1,0,Bachelors,Skilled Manual,1,1,0,11504
S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,0,11505
S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0,0,11506
S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,0,11507
S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0,0,11508
M,F,30000,1,0,Bachelors,Skilled Manual,1,1,0,11509
M,M,30000,1,0,Bachelors,Skilled Manual,1,1,0,11510
M,M,30000,1,0,Bachelors,Skilled Manual,1,1,0,11511
S,F,20000,3,0,Partial High School,Manual,1,2,1,11512
S,F,20000,3,0,Partial High School,Manual,0,2,1,11513
M,M,30000,1,0,High School,Clerical,1,1,0,11514
M,F,30000,1,0,High School,Clerical,1,1,1,11515
M,F,30000,1,0,High School,Clerical,1,1,1,11516
M,F,40000,1,0,Partial College,Clerical,1,1,0,11517
M,M,40000,1,0,Partial College,Clerical,1,1,0,11518
M,M,40000,1,0,Partial College,Clerical,1,1,0,11519
M,F,40000,1,0,Partial College,Clerical,1,1,0,11520
M,F,40000,1,0,Partial College,Clerical,1,1,0,11521
M,M,80000,5,0,Graduate Degree,Skilled Manual,1,0,1,11522
M,M,40000,1,0,Partial College,Clerical,1,1,1,11523
M,F,40000,1,0,Partial College,Clerical,1,1,0,11524
M,F,40000,1,0,Partial College,Clerical,1,1,1,11525
M,F,40000,1,0,Partial College,Clerical,1,1,1,11526
M,F,40000,1,0,Partial College,Clerical,1,1,0,11527
M,F,40000,1,0,Partial College,Clerical,1,1,1,11528
M,M,40000,1,0,Partial College,Clerical,1,1,1,11529
M,M,40000,1,0,Partial College,Clerical,1,1,0,11530
M,F,40000,1,0,Partial College,Clerical,1,1,1,11531
M,F,40000,1,0,Partial College,Clerical,1,1,0,11532
M,F,40000,1,0,Partial College,Clerical,1,1,0,11533
S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1,11534
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1,11535
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1,11536
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1,11537
S,F,60000,4,0,Graduate Degree,Skilled Manual,0,0,1,11538
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1,11539
S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1,11540
S,M,60000,4,0,Graduate Degree,Skilled Manual,0,0,1,11541
S,M,20000,1,1,Partial College,Manual,0,0,0,11542
M,F,20000,1,1,Partial College,Manual,1,1,0,11543
M,M,30000,1,0,Bachelors,Clerical,1,0,0,11544
M,M,30000,1,0,Bachelors,Clerical,1,0,0,11545
M,F,30000,1,1,Bachelors,Clerical,1,0,1,11546
M,F,40000,0,0,Graduate Degree,Clerical,1,0,1,11547
S,M,40000,0,0,Graduate Degree,Clerical,1,0,1,11548
M,F,40000,0,0,Bachelors,Clerical,1,0,1,11549
S,F,40000,0,0,Bachelors,Clerical,1,0,1,11550
S,M,10000,3,3,High School,Manual,1,1,0,11551
S,M,20000,1,1,Partial College,Manual,0,1,0,11552
M,F,20000,1,1,Partial College,Manual,1,1,0,11553
S,F,10000,4,0,High School,Manual,1,2,0,11554
M,F,40000,1,0,Bachelors,Clerical,1,0,0,11555
M,M,20000,1,1,Partial College,Manual,1,1,0,11556
S,F,30000,1,1,Bachelors,Clerical,0,0,0,11557
S,M,30000,1,1,Bachelors,Clerical,0,0,0,11558
S,M,30000,1,1,Bachelors,Clerical,0,1,0,11559
S,F,30000,1,1,Bachelors,Clerical,0,1,0,11560
S,F,10000,5,5,Partial High School,Manual,1,2,1,11561
M,M,20000,1,1,High School,Manual,1,1,0,11562
S,M,20000,1,1,High School,Manual,0,1,0,11563
S,M,20000,1,1,High School,Manual,0,2,1,11564
S,M,20000,2,2,High School,Manual,1,0,0,11565
M,F,40000,0,0,Bachelors,Clerical,1,0,0,11566
M,F,40000,0,0,Bachelors,Clerical,1,0,0,11567
S,F,20000,2,2,High School,Manual,1,0,1,11568
M,M,30000,1,1,Bachelors,Clerical,1,1,0,11569
M,F,30000,1,1,Bachelors,Skilled Manual,1,2,1,11570
M,M,30000,1,1,Bachelors,Skilled Manual,1,2,1,11571
M,M,30000,1,1,Bachelors,Skilled Manual,1,2,1,11572
S,F,20000,2,2,High School,Manual,1,1,0,11573
S,F,20000,2,2,High School,Manual,1,1,0,11574
S,M,20000,2,2,High School,Manual,1,2,1,11575
M,M,30000,1,1,Bachelors,Skilled Manual,1,2,1,11576
M,F,30000,1,1,Bachelors,Skilled Manual,1,2,1,11577
S,F,10000,3,2,Partial High School,Manual,1,2,1,11578
S,M,20000,3,3,High School,Manual,1,1,0,11579
M,M,30000,1,0,Bachelors,Skilled Manual,1,1,0,11580
M,F,40000,0,0,Bachelors,Professional,1,0,0,11581
S,F,30000,2,2,Partial College,Clerical,1,0,1,11582
S,F,30000,2,2,Partial College,Clerical,1,0,1,11583
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,0,11584
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,0,11585
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,0,11586
S,M,30000,2,2,Partial College,Clerical,1,2,1,11587
M,F,30000,2,2,Partial College,Clerical,0,2,1,11588
M,F,40000,1,0,Bachelors,Skilled Manual,1,0,0,11589
S,F,30000,2,2,Partial College,Clerical,1,2,1,11590
S,F,30000,3,3,Partial College,Clerical,1,0,1,11591
S,M,20000,0,0,High School,Manual,0,1,1,11592
S,M,20000,0,0,High School,Manual,1,1,1,11593
S,M,20000,4,4,High School,Manual,1,2,0,11594
S,M,20000,5,5,High School,Manual,1,3,0,11595
M,M,40000,1,0,Bachelors,Skilled Manual,1,0,0,11596
S,F,30000,3,3,Partial College,Clerical,1,2,0,11597
S,F,30000,3,3,Partial College,Clerical,1,3,1,11598
S,F,20000,0,0,High School,Manual,0,1,1,11599
S,F,30000,0,0,Partial College,Clerical,0,1,0,11600
S,M,30000,0,0,Partial College,Clerical,1,1,1,11601
S,M,30000,0,0,Partial College,Clerical,0,1,0,11602
S,M,30000,0,0,Partial College,Clerical,0,1,1,11603
S,M,30000,0,0,Partial College,Clerical,1,1,1,11604
S,F,20000,0,0,High School,Manual,0,1,1,11605
S,F,10000,0,0,Partial High School,Manual,0,2,1,11606
S,M,20000,0,0,High School,Manual,1,1,1,11607
S,M,20000,0,0,High School,Manual,0,1,0,11608
S,M,30000,0,0,Partial College,Clerical,0,1,1,11609
S,M,30000,0,0,Partial College,Clerical,0,1,1,11610
M,M,20000,0,0,Partial High School,Manual,0,1,1,11611
S,M,20000,0,0,Partial High School,Manual,0,2,1,11612
S,F,30000,0,0,Partial College,Clerical,0,1,1,11613
S,F,30000,0,0,Partial College,Clerical,0,1,1,11614
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,1,11615
M,F,40000,1,1,Bachelors,Skilled Manual,1,0,1,11616
S,M,60000,4,0,Graduate Degree,Skilled Manual,0,0,1,11617
M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0,1,11618
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,0,11619
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,0,11620
S,F,50000,0,0,Graduate Degree,Skilled Manual,0,0,0,11621
M,M,50000,0,0,Graduate Degree,Skilled Manual,1,0,0,11622
S,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11623
S,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11624
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11625
M,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11626
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,11627
S,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,1,11628
S,M,40000,4,4,High School,Skilled Manual,1,3,1,11629
M,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,1,11630
M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,0,11631
M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,0,11632
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,0,11633
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,11634
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,11635
S,F,60000,1,0,Graduate Degree,Professional,1,0,0,11636
M,F,70000,1,0,Graduate Degree,Professional,1,0,0,11637
M,M,70000,1,0,Graduate Degree,Professional,1,0,0,11638
M,F,70000,1,0,Graduate Degree,Professional,1,0,0,11639
M,F,50000,1,1,Bachelors,Skilled Manual,1,0,0,11640
M,M,50000,1,1,Bachelors,Skilled Manual,1,0,0,11641
M,F,50000,1,1,Bachelors,Skilled Manual,1,1,0,11642
M,F,50000,1,1,Bachelors,Skilled Manual,1,1,0,11643
S,M,40000,2,2,Bachelors,Skilled Manual,1,0,0,11644
S,F,40000,2,2,Bachelors,Skilled Manual,1,0,0,11645
S,F,40000,2,2,Bachelors,Skilled Manual,1,0,0,11646
S,M,40000,2,2,Bachelors,Skilled Manual,0,0,1,11647
S,M,60000,1,0,Graduate Degree,Professional,1,0,0,11648
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,11649
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,11650
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,11651
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,11652
S,F,60000,1,0,Graduate Degree,Professional,1,0,0,11653
M,F,60000,1,0,Graduate Degree,Professional,1,0,1,11654
S,F,70000,2,0,Graduate Degree,Professional,1,0,0,11655
M,F,70000,3,0,Graduate Degree,Professional,1,0,0,11656
M,F,70000,3,0,Graduate Degree,Professional,1,0,0,11657
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,11658
S,M,60000,1,0,Graduate Degree,Professional,1,0,0,11659
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,11660
S,M,60000,1,0,Graduate Degree,Professional,1,0,0,11661
S,M,60000,2,0,Graduate Degree,Professional,1,0,0,11662
M,M,70000,4,0,Graduate Degree,Professional,1,0,1,11663
S,F,70000,4,0,Graduate Degree,Professional,1,0,1,11664
M,F,70000,4,0,Graduate Degree,Professional,1,0,1,11665
M,M,80000,2,0,Graduate Degree,Professional,1,0,1,11666
M,M,70000,2,2,Bachelors,Skilled Manual,1,1,0,11667
S,F,70000,2,2,Bachelors,Skilled Manual,1,1,0,11668
S,F,70000,2,2,Bachelors,Skilled Manual,1,1,0,11669
S,F,70000,2,2,Bachelors,Skilled Manual,1,1,0,11670
S,F,60000,3,3,Bachelors,Skilled Manual,0,0,1,11671
M,M,60000,3,3,Bachelors,Skilled Manual,1,1,0,11672
S,F,60000,3,3,Bachelors,Skilled Manual,1,1,0,11673
M,F,60000,0,0,Graduate Degree,Professional,1,0,0,11674
S,M,70000,4,0,Graduate Degree,Professional,1,0,1,11675
M,M,80000,0,0,Graduate Degree,Professional,1,0,0,11676
S,M,60000,2,0,Graduate Degree,Professional,1,0,0,11677
M,M,70000,5,0,Graduate Degree,Professional,1,0,1,11678
M,M,70000,5,5,Graduate Degree,Professional,1,2,0,11679
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,11680
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,11681
M,F,70000,5,5,Graduate Degree,Professional,0,2,0,11682
M,M,80000,2,0,Graduate Degree,Professional,1,0,1,11683
S,M,40000,0,0,Bachelors,Professional,0,1,0,11684
M,M,40000,0,0,Bachelors,Professional,0,1,0,11685
S,M,40000,0,0,Bachelors,Professional,0,1,0,11686
S,M,40000,0,0,Bachelors,Professional,0,1,0,11687
S,F,80000,3,3,Bachelors,Skilled Manual,1,2,1,11688
M,M,80000,3,3,Bachelors,Skilled Manual,1,2,0,11689
M,F,60000,0,0,Graduate Degree,Professional,1,0,1,11690
S,F,40000,0,0,Bachelors,Professional,0,1,0,11691
M,M,40000,0,0,Bachelors,Professional,0,1,0,11692
S,F,50000,4,4,Bachelors,Skilled Manual,0,2,1,11693
M,M,50000,4,4,Bachelors,Skilled Manual,1,4,0,11694
M,M,50000,5,5,Bachelors,Skilled Manual,1,3,0,11695
S,F,50000,5,5,Bachelors,Skilled Manual,1,3,1,11696
M,M,50000,4,2,Bachelors,Skilled Manual,1,2,0,11697
M,M,50000,4,2,Bachelors,Skilled Manual,1,2,0,11698
S,M,60000,4,2,Bachelors,Skilled Manual,0,2,0,11699
S,M,60000,4,2,Bachelors,Professional,0,2,0,11700
M,M,60000,4,2,Bachelors,Professional,1,2,0,11701
S,F,60000,4,2,Bachelors,Professional,1,2,0,11702
S,F,60000,0,0,Bachelors,Professional,0,1,0,11703
S,M,60000,0,0,Bachelors,Professional,0,1,0,11704
S,F,60000,2,2,Graduate Degree,Professional,1,0,1,11705
M,M,60000,4,2,Bachelors,Professional,1,2,0,11706
S,F,60000,4,2,Bachelors,Professional,1,3,1,11707
S,F,60000,4,2,Bachelors,Professional,1,3,1,11708
S,F,60000,3,2,Graduate Degree,Professional,0,0,0,11709
M,F,40000,3,2,High School,Skilled Manual,1,2,0,11710
S,M,70000,1,0,Bachelors,Professional,0,1,0,11711
M,F,70000,1,0,Partial College,Skilled Manual,1,1,0,11712
M,M,70000,1,0,Partial College,Skilled Manual,1,1,0,11713
M,F,70000,1,0,Partial College,Skilled Manual,1,1,0,11714
M,F,70000,1,0,Partial College,Skilled Manual,1,1,0,11715
S,M,40000,4,2,High School,Skilled Manual,1,2,0,11716
M,M,60000,1,0,Partial College,Skilled Manual,0,1,0,11717
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0,11718
M,M,40000,4,2,High School,Skilled Manual,1,2,0,11719
M,F,40000,4,2,High School,Skilled Manual,1,2,0,11720
M,F,40000,4,2,High School,Skilled Manual,1,2,0,11721
M,M,60000,1,0,Partial College,Skilled Manual,1,1,0,11722
S,M,70000,0,0,Partial College,Skilled Manual,0,1,0,11723
S,M,70000,0,0,Partial College,Skilled Manual,0,1,0,11724
S,M,70000,0,0,Partial College,Skilled Manual,0,1,0,11725
S,M,70000,0,0,Partial College,Skilled Manual,0,1,0,11726
S,M,60000,0,0,Graduate Degree,Professional,0,1,1,11727
M,M,60000,1,0,Partial College,Skilled Manual,1,1,0,11728
M,M,60000,1,0,Partial College,Skilled Manual,1,1,0,11729
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0,11730
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0,11731
M,M,60000,1,0,Partial College,Skilled Manual,1,1,0,11732
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0,11733
M,M,60000,1,0,Partial College,Skilled Manual,0,1,0,11734
M,F,60000,1,0,Partial College,Skilled Manual,1,1,0,11735
M,M,60000,1,0,Partial College,Skilled Manual,0,1,0,11736
M,F,60000,4,3,Bachelors,Professional,1,0,0,11737
M,M,60000,4,3,Bachelors,Professional,1,0,0,11738
M,M,70000,2,0,Graduate Degree,Professional,1,1,1,11739
M,F,70000,5,5,Graduate Degree,Professional,0,3,0,11740
M,F,80000,4,0,Graduate Degree,Professional,1,0,1,11741
S,M,60000,3,2,Bachelors,Professional,0,1,1,11742
M,M,60000,1,0,Bachelors,Professional,1,1,1,11743
M,F,60000,1,0,Bachelors,Professional,1,1,0,11744
M,F,60000,1,0,Bachelors,Professional,1,1,1,11745
S,M,60000,1,0,Bachelors,Professional,1,1,0,11746
M,F,70000,5,4,Graduate Degree,Professional,1,1,0,11747
M,M,70000,5,4,Graduate Degree,Professional,1,1,0,11748
M,M,80000,4,4,Graduate Degree,Management,0,1,0,11749
M,F,60000,2,2,Bachelors,Professional,1,1,1,11750
M,F,80000,4,4,Graduate Degree,Management,1,1,1,11751
M,F,80000,4,4,Graduate Degree,Management,1,1,0,11752
M,F,80000,4,4,Graduate Degree,Management,1,1,0,11753
M,F,90000,2,0,Bachelors,Professional,1,0,1,11754
M,M,60000,2,2,Bachelors,Professional,1,1,0,11755
S,F,60000,2,2,Bachelors,Professional,0,1,1,11756
M,M,70000,5,5,Bachelors,Professional,1,3,0,11757
M,M,70000,5,5,Bachelors,Professional,1,3,0,11758
M,F,110000,1,0,Graduate Degree,Management,0,1,1,11759
M,F,70000,5,5,Bachelors,Professional,1,4,0,11760
S,M,70000,5,5,Bachelors,Professional,1,4,1,11761
M,M,70000,5,5,Bachelors,Professional,1,4,1,11762
M,M,80000,5,5,Graduate Degree,Management,1,2,0,11763
S,F,80000,5,5,Graduate Degree,Management,1,3,1,11764
M,M,80000,5,5,Bachelors,Professional,1,3,1,11765
S,F,90000,0,0,Bachelors,Professional,0,0,1,11766
S,F,90000,0,0,Bachelors,Professional,0,0,1,11767
M,M,90000,2,0,Bachelors,Professional,1,0,1,11768
S,F,50000,0,0,Graduate Degree,Skilled Manual,1,0,0,11769
S,M,50000,0,0,Graduate Degree,Skilled Manual,0,0,0,11770
S,M,50000,0,0,Graduate Degree,Skilled Manual,0,0,0,11771
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11772
S,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11773
M,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11774
S,F,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11775
M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0,1,11776
S,F,40000,1,0,Graduate Degree,Skilled Manual,1,0,1,11777
S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,1,11778
S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,1,11779
S,F,60000,1,0,Graduate Degree,Skilled Manual,1,0,1,11780
M,M,60000,1,1,Graduate Degree,Skilled Manual,1,0,0,11781
M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,0,11782
M,F,60000,1,1,Graduate Degree,Skilled Manual,1,0,0,11783
M,M,40000,1,1,Graduate Degree,Skilled Manual,1,0,0,11784
M,M,40000,1,1,Bachelors,Skilled Manual,1,0,0,11785
S,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,11786
M,M,60000,1,0,Graduate Degree,Skilled Manual,1,0,0,11787
S,F,70000,1,0,Graduate Degree,Professional,1,0,0,11788
M,F,50000,1,1,Bachelors,Skilled Manual,1,0,0,11789
M,M,50000,1,1,Bachelors,Skilled Manual,1,0,0,11790
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,11791
M,F,40000,1,1,Bachelors,Skilled Manual,1,1,0,11792
M,M,40000,1,1,Bachelors,Skilled Manual,1,1,0,11793
S,F,40000,2,2,Bachelors,Skilled Manual,1,0,0,11794
S,F,40000,2,2,Bachelors,Skilled Manual,1,0,0,11795
S,F,40000,2,2,Bachelors,Skilled Manual,0,0,1,11796
S,M,40000,2,2,Bachelors,Skilled Manual,1,0,1,11797
M,M,40000,2,2,Bachelors,Skilled Manual,1,0,1,11798
M,M,40000,2,2,Bachelors,Skilled Manual,1,0,1,11799
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,11800
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,11801
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,11802
S,F,60000,1,0,Graduate Degree,Professional,1,0,0,11803
M,F,60000,1,0,Graduate Degree,Professional,1,0,0,11804
M,M,70000,2,0,Graduate Degree,Professional,1,0,0,11805
M,F,70000,2,0,Graduate Degree,Professional,1,0,0,11806
M,M,70000,3,0,Graduate Degree,Professional,1,0,0,11807
M,M,60000,1,0,Graduate Degree,Professional,1,0,0,11808
M,M,60000,2,2,Bachelors,Skilled Manual,1,0,1,11809
S,M,40000,0,0,Bachelors,Professional,0,1,1,11810
S,F,40000,0,0,Bachelors,Professional,1,1,1,11811
M,M,40000,0,0,Bachelors,Professional,0,1,1,11812
M,F,40000,0,0,Bachelors,Professional,0,1,1,11813
M,M,60000,2,0,Graduate Degree,Professional,1,0,0,11814
M,F,70000,3,0,Graduate Degree,Professional,1,0,1,11815
M,M,70000,4,0,Graduate Degree,Professional,1,0,1,11816
S,F,70000,4,0,Graduate Degree,Professional,1,0,1,11817
M,M,70000,4,0,Graduate Degree,Professional,1,0,1,11818
M,M,70000,2,2,Bachelors,Skilled Manual,1,1,0,11819
M,F,60000,0,0,Graduate Degree,Professional,1,0,0,11820
M,M,60000,0,0,Graduate Degree,Professional,1,0,0,11821
M,F,60000,0,0,Graduate Degree,Professional,1,0,0,11822
M,F,70000,0,0,Graduate Degree,Professional,1,0,0,11823
M,F,70000,4,0,Graduate Degree,Professional,1,0,0,11824
S,F,70000,5,0,Graduate Degree,Professional,1,0,1,11825
M,F,70000,5,0,Graduate Degree,Professional,1,0,1,11826
M,F,60000,2,0,Graduate Degree,Professional,1,0,0,11827
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,11828
M,F,70000,5,5,Graduate Degree,Professional,1,2,0,11829
M,F,80000,3,0,Graduate Degree,Professional,1,0,1,11830
M,M,80000,3,0,Graduate Degree,Professional,1,0,1,11831
S,F,40000,0,0,Bachelors,Professional,0,1,0,11832
M,M,80000,3,3,Bachelors,Skilled Manual,1,1,0,11833
S,M,80000,3,3,Bachelors,Skilled Manual,0,1,1,11834
S,M,80000,3,3,Bachelors,Skilled Manual,1,2,1,11835
M,M,80000,3,3,Bachelors,Skilled Manual,1,2,0,11836
S,F,80000,3,3,Bachelors,Skilled Manual,1,2,1,11837
S,M,80000,3,3,Bachelors,Skilled Manual,0,2,0,11838
S,M,60000,0,0,Graduate Degree,Professional,1,1,1,11839
M,M,60000,0,0,Graduate Degree,Professional,1,1,0,11840
M,M,40000,0,0,Bachelors,Professional,0,1,0,11841
S,M,50000,4,4,Bachelors,Skilled Manual,1,3,0,11842
S,F,50000,4,4,Bachelors,Skilled Manual,0,3,0,11843
S,F,50000,4,4,Bachelors,Skilled Manual,1,3,0,11844
S,F,30000,2,0,High School,Skilled Manual,0,2,0,11845
S,F,50000,4,2,Bachelors,Skilled Manual,1,2,0,11846
S,F,50000,4,2,Bachelors,Skilled Manual,0,2,0,11847
